TIC ID	ExoFOP-TESS	Sectors	Epoch	Period	Duration	Depth	Depth	Rtranister	Rstar	Tmag	Delta Tmag	Group Disposition	Reason for Group Disposition	Group Comments	Disposition (VK)	Comments (VK)	Disposition (LC)	Comments (LC)	Disposition (HDL)	Comments (HDL)	Disposition (MZDF)	Comments (MZDF)	Disposition (Julien)	Comments (Julien)	Disposition (JY)	Comments (JY)	Disposition (AF)	Comments (AF)	Disposition(MAC)	Comments(MAC)	Disposition(RI)	Comments(RI)	Disposition(FG)	Comments(FG)	Disposition(MH)	Comments(MH)
240968774	https://exofop.ipac.caltech.edu/tess/target.php?id=240968774	17	2458766.984	5.973384	1.61	1373	0.14	0.16	0.49	10.5977	7.16														PC	FSCP	PC	FSCP, Low SNR							FP	CO
241040309	https://exofop.ipac.caltech.edu/tess/target.php?id=241040309	17,18	2458764.939	3.46479	1.01	1150	0.12	0.82	2.54	10.3978	7.35														PC	run-2min, FSCP, LCMOD, OED	PC	FSCP, run-2min, UC							FP	CO
241065596	https://exofop.ipac.caltech.edu/tess/target.php?id=241065596	17,18	2458765.127	1.62315	1.44	2470	0.25	1.87	4.06	10.2936	6.52														pFP	run-2min, FSCP, OED. LCMOD	PC	FSCP, run-2min, Low SNR, short-P							PC	pLCMOD
241076290	https://exofop.ipac.caltech.edu/tess/target.php?id=241076290	18	2458790.848	0.25792	0.48	950	0.10	0.76	2.09	10.1942	7.56														pFP	run-2min, FSCP, pOED, Vshape, lowSNR	PC	FSCP, short-P, run-2min, Low SNR							PC	Short-p,FSCP
241173474	https://exofop.ipac.caltech.edu/tess/target.php?id=241173474	20	2458853.121	11.44192	3.84	5510	0.55	0.86	1.24	10.388	5.65																No PDF	No PDF							noPDF	noPDF
241196395	https://exofop.ipac.caltech.edu/tess/target.php?id=241196395	21	2458871.71	2.093578	0.85	2340	0.23	0.64	1.23	9.61433	6.58														PC	FSCP	PC	FSCP, pSS, Bad FFI, short-P							pFP	NT, LCMOD
241225337	https://exofop.ipac.caltech.edu/tess/target.php?id=241225337	20	2458842.64	1.832792	1.46	502	0.05	0.20	0.99	9.75149	8.25														PC	lowSNR, OED	PC	FSCP, Low SNR, OED							pFP	NT
242083025	https://exofop.ipac.caltech.edu/tess/target.php?id=242083025	11	2458600.645	0.64651	0.81	1320	0.13	0.69	1.71	10.7892	7.20														PC	run-2min, FSCP, low SNR, WE, Vshape	PC	FSCP, Low SNR, short-P, UC							FP	CO
242120884	https://exofop.ipac.caltech.edu/tess/target.php?id=242120884	11	2458600.283	0.62264	0.86	580	0.06	0.53	2.31	9.0492	8.09														PC	run-2min, lowSNR, LCMOD, FSOP	PC	FSCP, run-2min, UC, short-P, Low SNR							PC	Low SNR
242536549	https://exofop.ipac.caltech.edu/tess/target.php?id=242536549	11	2458600.301	0.69234	0.58	860	0.09	4.47	1.85	9.5187	7.66														pFP	run-2min LCMOD, lowSNR, OED, Vshape, FSCP, too large	PC	FSCP, run-2min, pVshape, OED, UC, short-P							PC	FSCP
243185500	https://exofop.ipac.caltech.edu/tess/target.php?id=243185500	17	2458765.679	1.880305	1.06	1530	0.15	0.21	0.37	10.8858	7.04														PC	FSCP	PC	FSCP, short-P							pFP	NT
243185500	https://exofop.ipac.caltech.edu/tess/target.php?id=243185500	17	2458766.928	15.531925	1.76	3430	0.34	0.21	0.37	10.8858	6.16														PC	FSCP, OED	PC	FSCP							PC	Low SNR
243200602	https://exofop.ipac.caltech.edu/tess/target.php?id=243200602	11	2458607.585	11.551821	3.74	10533	1.05	0.91	0.96	10.491	4.94														PC	FSCP	PC	FSCP							CP	WASP-130 b 
243335710	https://exofop.ipac.caltech.edu/tess/target.php?id=243335710	20	2458689.142	13.70535	5.36	9310	0.93	1.41	1.50	12.9935	5.08														PC	run-2min, FSCP, LCMOD, OED	PC	FSCP, run-2min, pSS, OED							PC	Vshape,OED
244161191	https://exofop.ipac.caltech.edu/tess/target.php?id=244161191	3	2458386.107	0.298746	1.05	12047	1.20	0.23	0.15	13.1672	4.80														pFP	LCMOD	pFP	LCMOD, short-P							pFP	CO
245462406	https://exofop.ipac.caltech.edu/tess/target.php?id=245462406	18	2458791.817	2.27456	3.32	1020	0.10	1.18	3.35	10.2948	7.48														pFP	run-2min, LCMOD, pSS, FSCP, WE	PC	FSCP, run-2min, UC, Low SNR, pSS, OED							pFP	CO,Low SNR
245947683	https://exofop.ipac.caltech.edu/tess/target.php?id=245947683	5	2458439.355	1.14288	1.70	2270	0.23	0.63	1.51	10.2098	6.61														pFP	run-2min, LCMOD, FSOP	pFP	FSCP, run-2min, pCO, UC, NT, short-P							pFP	CO, Low SNR
248075138	https://exofop.ipac.caltech.edu/tess/target.php?id=248075138	10	2458569.833	4.981511	2.86	18069	1.81	1.09	0.89	11.3728	4.36														PC	FSOP	PC	FSCP, pTD							noPDF	noPDF
248092710	https://exofop.ipac.caltech.edu/tess/target.php?id=248092710	10,11	2458574.949	41.464935	6.18	916	0.09	0.39	1.40	9.6517	7.60														pFP	FSCP, LCMOD	pFP	FSCP, LCMOD, OED, no PDF for sector 11							noPDF	noPDF
248111245	https://exofop.ipac.caltech.edu/tess/target.php?id=248111245	10	2458573.479	4.636234	4.75	9739	0.97	1.56	1.74	12.3335	5.03														PC	FSCP, 	PC	FSCP, pVshape, pSS, UC							noPDF	noPDF
248434716	https://exofop.ipac.caltech.edu/tess/target.php?id=248434716	5	2458438.307	0.7395	0.32	9606	0.96	0.82	0.85	11.0057	5.04														FP	run-2min, OED, LowSNR, FSCP	PC	FSCP, run-2min, Bad FFI, Low SNR							pFP	OED
249067445	https://exofop.ipac.caltech.edu/tess/target.php?id=249067445	5	2458439.041	0.8312	1.52	380	0.04	0.35	1.82	8.95699	8.55														FP	run-2min, CO, Vshape, FSOP	PC	FSCP, run-2min, pVshape, short-P, UC							PC	short-p
249812036	https://exofop.ipac.caltech.edu/tess/target.php?id=249812036	16,17	2458741.148	5.77804	2.38	5170	0.52	2.59	2.92	9.624	5.72														PC	run-2min, LCMOD, FSCP	PC	FSCP, run-2min, pSS, UC, OED							pFP	FSCP,OED
249862365	https://exofop.ipac.caltech.edu/tess/target.php?id=249862365	18	2458791.53	0.98999	2.05	420	0.04	0.35	1.84	9.10226	8.44														pFP	run-2min, EB, pSS at 0.5, FSOP	PC	FSCP, Low SNR, UC, run-2min, short-P, OED							PC	Short-p,Low SNR,FSCP
250386181	https://exofop.ipac.caltech.edu/tess/target.php?id=250386181	4	2458412.375	1.470258	1.38	2587	0.26	0.77	1.05	9.89377	6.47														pFP	FSCP, Vshape, OED	PC	FSCP, pVshape,short-P							PC	FSCP
250484865	https://exofop.ipac.caltech.edu/tess/target.php?id=250484865	6	2458468.758	0.76189	1.90	190	0.02	0.13	1.11	8.7973	9.30														PC	run-2min, FSCP	PC	FSCP, pVshape, Low SNR, short-P, OED							PC	FSCP
250724252	https://exofop.ipac.caltech.edu/tess/target.php?id=250724252	18	2458791.202	0.55973	1.55	3620	0.36	0.00	0.00	10.2845	6.10														pFP	run-2min, UC, FSCP	pFP	FSCP, pCO, pVshape, run-2min, short-P, OED							FP	CO, FSCP
251848941	https://exofop.ipac.caltech.edu/tess/target.php?id=251848941	2	2458360.242	6.558054	2.23	1462	0.15	0.25	0.70	10.42	7.09														PC		PC								PC	Low SNR,TOI-178 b, TOI-178 c, TOI-178 d, TOI-178 e, TOI-178 f, TOI-178 g
251848941	https://exofop.ipac.caltech.edu/tess/target.php?id=251848941	2	2458362.953	9.955936	2.52	1127	0.11	0.25	0.70	10.42	7.37														PC		PC	Low SNR							PC	Low SNR
251848941	https://exofop.ipac.caltech.edu/tess/target.php?id=251848941	2	2458354.552	10.354252	2.24	1657	0.17	0.25	0.70	10.42	6.95														PC		PC								PC	TOI-178 b, TOI-178 c, TOI-178 d, TOI-178 e, TOI-178 f, TOI-178 g
251852984	https://exofop.ipac.caltech.edu/tess/target.php?id=251852984	2	2458355.575	2.77422	1.71	5410	0.54	0.51	0.78	13.3547	5.67														PC	OED, FSOP	PC	FSCP, run-2min							PC	noSIMBAD
251855940	https://exofop.ipac.caltech.edu/tess/target.php?id=251855940	2	2458354.29	4.04655	2.99	28330	2.83	1.62	1.05	13.5134	3.87														PC	run-2min, LCMOD	PC	 run-2min, OED							PC	noSIMBAD,pTD
251878904	https://exofop.ipac.caltech.edu/tess/target.php?id=251878904	2	2458354.483	1.70429	1.93	8260	0.83	1.10	1.28	13.5477	5.21														PC	run-2min, FSCP, LCMOD	PC	run-2min, Low SNR, pSS, is it pCO?							FP	CO
252479260	https://exofop.ipac.caltech.edu/tess/target.php?id=252479260	21	2458871.63	3.212214	2.85	13899	1.39	1.11	1.04	9.007	4.64														PC	FSCP	PC	FSCP, pVshape, pTD							CP	pTD,HAT-P-22 b
252616865	https://exofop.ipac.caltech.edu/tess/target.php?id=252616865	16,17	2458741.286	5.71204	4.74	7600	0.76	1.39	1.79	10.0687	5.30														PC	FSOP	PC	FSCP, run-2min, pSS, OED							PC	Good,pVshape
252636888	https://exofop.ipac.caltech.edu/tess/target.php?id=252636888	16,17	2458740.572	2.58929	3.84	580	0.06	0.71	3.22	10.4116	8.09														pFP	run-2min, UC, LCMOD, lowSNR, FSCP	PC	FSCP, UC, Low SNR, run-2min							FP	Low SNR, CO
253132689	https://exofop.ipac.caltech.edu/tess/target.php?id=253132689	11	2458601.487	3.21833	1.74	1220	0.12	0.53	1.67	10.3345	7.28														PC	run-2min, LCMOD, FSCP	PC	FSCP, run-2min, Low SNR, OED							PC	FSCP, low SNR
253728991	https://exofop.ipac.caltech.edu/tess/target.php?id=253728991	13	2458654.026	2.98278	3.11	6136	0.61	1.02	1.24	11.5247	5.53														PC	FSOP	PC	FSCP, pVshape, run-2min							noPDF	noPDF
253917293	https://exofop.ipac.caltech.edu/tess/target.php?id=253917293	1	2458327.376	4.608	3.38	3213	0.32	0.71	1.28	11.2901	6.23														FP	 run-2min, CO, LCMOD, OED, FSCP	pFP	FSCP, pSS, run-2min, pCO							pFP	FSCP
253990973	https://exofop.ipac.caltech.edu/tess/target.php?id=253990973	13	2458654.253	0.540933	1.67	257	0.03	0.20	1.22	9.7345	8.97														pFP	FSCP, UC, lowSNR	PC	FSCP, pVshape, short-P, UC, Low SNR							pFP	Short-p,FSCP,CO
254113311	https://exofop.ipac.caltech.edu/tess/target.php?id=254113311	13,27	2458658.738	4.06719	1.78	2153	0.22	0.92	0.74	10.1429	6.67	PC	CP			missing PDF		do	CP	TOI-1130 b, FSCP	CP	TOI-1130 b, pFSCP	PC	SPR, AT, 2 CP 1130b and 1130c	PC	FSOP	PC	FSCP, run-2min							CP	TOI-1130 b, TOI-1130 c
254113311	https://exofop.ipac.caltech.edu/tess/target.php?id=254113311	13,27	2458657.898	8.3504	1.81	15330	1.53	0.92	0.74	10.1429	4.54	PC	CP, pTD, in sector 27 the first transitof TOI-1130b overlaps with TOI-1130c, pVshaped		PC	bad fit		re-do	CP	TOI-1130 c, FSCP, pTD, overlap with b	CP	TOI-1130 c, pTD, in sector 27 the first transitof TOI-1130b overlaps with TOI-1130c	PC	pVshaped, AT, watch phase 0.8 feature 28th May mod for sect 13, pSS on sector 27 day 2038, AT on sector 27 day 2050	PC	FSOP	PC	FSCP, run-2min							CP	TOI-1130 b, TOI-1130 c
255685030	https://exofop.ipac.caltech.edu/tess/target.php?id=255685030	5,6,7,8	2458439.507	5.544267	2.48	515	0.05	0.19	0.95	10.5868	8.22														PC	LCMOD, lowSNR, FSOP	PC	FSCP, Low SNR							pFP	Low SNR, CO
255704097	https://exofop.ipac.caltech.edu/tess/target.php?id=255704097	6,7,8	2458470.976	6.01524	2.13	30116	3.01	1.32	1.50	10.6237	3.80														FP	CO, LCMOD	pFP	run-2min, pCO, pSS							pFP	CO
255760319	https://exofop.ipac.caltech.edu/tess/target.php?id=255760319	6,8	2458359.734	7.21048	2.67	250	0.03	0.33	2.14	8.9944	9.00														pFP	pSS	pFP	Low SNR, pCO, pSS, pEB							PFP	pCO
255930614	https://exofop.ipac.caltech.edu/tess/target.php?id=255930614	25	2458957.555	2.87577	3.14	3200	0.32	0.76	1.46	7.6262	6.24														PC		PC	pVshape							CP	HD 149026 b
256414077	https://exofop.ipac.caltech.edu/tess/target.php?id=256414077	18	2458793.382	3.01106	3.07	1617	0.16	0.64	1.63	10.426	6.98														pFP	run-2min, lowSNR, LCMOD, pSS, FSCP	PC	FSCP, UC, OED, Low SNR, run-2min							pFP	CO
256621916	https://exofop.ipac.caltech.edu/tess/target.php?id=256621916	15,16	2458684.476	1.41354	1.21	15232	1.52	0.00	0.00	10.4243	4.54														pFP	run-2min, UC, pVshape, FSCP	pFP	FSCP, run-2min, pCO, pVshape							PC	Good, pVshape
256783784	https://exofop.ipac.caltech.edu/tess/target.php?id=256783784	15,16	2458715.304	6.11219	2.19	550	0.06	0.19	0.91	9.4653	8.15														PC	FSCP	PC	FSCP, UC on sector 15							PC	Low SNR, HPM
256886630	https://exofop.ipac.caltech.edu/tess/target.php?id=256886630	15,16	2458713.201	2.03905	2.26	430	0.04	0.57	2.68	8.26618	8.42														FP	FSCP, CO, OED	PC	FSCP, pVshape, pSS, pCO, Low SNR							PC	FSCP, low SNR
257241363	https://exofop.ipac.caltech.edu/tess/target.php?id=257241363	20	2458848.027	5.586947	2.93	1855	0.19	0.36	0.94	8.2558	6.83														PC	FSOP	PC	FSCP							PC	OED,HPM
257567854	https://exofop.ipac.caltech.edu/tess/target.php?id=257567854	4	2458411.902	3.532822	3.44	11284	1.13	1.20	1.25	11.185	4.87														PC	FSOP	PC	FSCP, pVshape							CP	WASP-22 b,pTD,OED
257605131	https://exofop.ipac.caltech.edu/tess/target.php?id=257605131	4,5	2458416.625	8.18554	4.44	2010	0.20	0.36	0.86	10.2666	6.74														pFP	LCMOD, OED, FSOP	PC	FSCP, OED								
258510872	https://exofop.ipac.caltech.edu/tess/target.php?id=258510872	20	2458716.124	6.54417	3.83	6500	0.65	1.29	1.76	11.9742	5.47																no PDF	no PDF							noPDF	noPDF
258514800	https://exofop.ipac.caltech.edu/tess/target.php?id=258514800	15,16	2458711.37	0.470242	1.29	191	0.02	0.11	0.92	10.1522	9.30														PC	FSCP, OED, lowSNR	PC	FSCP, pVshape, Low SNR, short-P							PC	Low SNR(sector 15)
258777134	https://exofop.ipac.caltech.edu/tess/target.php?id=258777134	14,15,16,17,18	2458686.002	5.92923	3.20	13929	1.39	0.00	0.00	10.451	4.64										PC	short-P, critical FSCP, LCMOD, run-2min, pVshape, Asymmetric			pFP	run-2min, pOED, FSCP	PC	run-2min, FSPC, OED							PC	FSCP
258777137	https://exofop.ipac.caltech.edu/tess/target.php?id=258777137	14,15,16,17	2458686.003	5.92932	3.29	14057	1.41	1.23	1.06	9.9478	4.63										PC	FSCP, LCMOD, pVshape, Change of depth 			pFP	FSCP, pSS, pEB	pFP	pSS, pEB								
258801269	https://exofop.ipac.caltech.edu/tess/target.php?id=258801269	14,15,16,17,18,19	2458689.026	5.48923	3.29	910	0.09	1.06	1.62	10.938	7.60														pFP	run-2min, pSS, owSNR, LCMOD, FSCP	pFP	FSCP, Low SNR, run-2min, pCO								
258829450	https://exofop.ipac.caltech.edu/tess/target.php?id=258829450	18,19	2458685.407	1.83509	2.48	150	0.02	0.28	2.56	9.697	9.56										PC (SPR) 	Duplicate TIC, FSCP, run-2min, Low SNR, NT, short-P			pFP	run-2min, lowSNR, LCMOD, FSCP	pFP	FSCP, Low SNR, run-2min, NT, UC, short-P								
258871793	https://exofop.ipac.caltech.edu/tess/target.php?id=258871793	20	2458684.158	9.14692	4.04	8000	0.80	1.02	1.28	12.6445	5.24										pFP	FSCP, 2min PDF is missing, LCMOD, pSS			PC	run-2 min, FSCP	pFP	pEB, run-2min								
259126549	https://exofop.ipac.caltech.edu/tess/target.php?id=259126549	16	2458684.193	7.38448	4.54	20999	2.10	0.00	0.00	10.9828	4.19										PC 	run-2min, LCMOD, pVshape, pTD			PC	run-2min, 0.2Rs, FSOP	PC	FSCP, pSS, run-2min, OED								
259129875	https://exofop.ipac.caltech.edu/tess/target.php?id=259129875	14,15,16,17,18,19	2458684.097	0.43889	0.95	650	0.07	0.60	2.32	10.5896	7.97														pFP	run-2min, OED, LCMOD, FSCP	PC	FSCP, run-2min, Low SNR, pVshape, UC, short-P								
259168516	https://exofop.ipac.caltech.edu/tess/target.php?id=259168516	14,15,16	2458687.264	4.802445	1.06	5067	0.51	0.14	0.21	13.3081	5.74														PC	LowSNR, FSOP	PC	FSCP, Low SNR								
259172391	https://exofop.ipac.caltech.edu/tess/target.php?id=259172391	14,15,16,17,18,19,20,21,22,23	2458683.521	4.784274	3.11	489	0.05	0.34	1.06	10.6074	8.28														PC	FSCP, lowSNR, LCMOD	PC	FSCP, pSS sector 16 and 19, Low SNR								
259172391	https://exofop.ipac.caltech.edu/tess/target.php?id=259172391	14,15,16	2458687.587	9.812407	4.64	992	0.10	0.34	1.06	10.6074	7.51														PC	FSCP, LCMOD	PC	FSCP, pSS sector 16								
259353953	https://exofop.ipac.caltech.edu/tess/target.php?id=259353953	7	2458493.056	1.46027	1.05	990	0.10	0.61	1.67	10.0634	7.51														PC	FSCP, OED, lowSNR	PC	FSCP, Low SNR, run-2min, OED, short-P								
259377017	https://exofop.ipac.caltech.edu/tess/target.php?id=259377017	3,4,5	2458383.732	3.360137	1.39	962	0.10	0.23	0.42	10.4981	7.54														PC	FSOP	PC	FSCP, Low SNR								
259377017	https://exofop.ipac.caltech.edu/tess/target.php?id=259377017	3,4,5	2458383.842	5.660182	1.64	3927	0.39	0.23	0.42	10.4981	6.01														PC	FSOP	PC	FSCP								
259377017	https://exofop.ipac.caltech.edu/tess/target.php?id=259377017	3,4,5	2458389.678	11.380259	2.13	3183	0.32	0.23	0.42	10.4981	6.24														PC	FSOP	PC	FSCP								
259389219	https://exofop.ipac.caltech.edu/tess/target.php?id=259389219	3,4,5	2458386.114	2.32485	1.51	2160	0.22	0.76	2.05	11.2486	6.66														pFP	run-2min, pSS, FSCP	PC	FSCP, run-2min, OED, pSS								
259511357	https://exofop.ipac.caltech.edu/tess/target.php?id=259511357	3,4,5	2458382.228	2.476082	1.05	383	0.04	0.22	1.20	8.412	8.54														PC	FSCP	PC	FSCP								
259592689	https://exofop.ipac.caltech.edu/tess/target.php?id=259592689	3,4,5,6	2458395.23	14.8042	9.53	8910	0.89	0.81	0.95	10.1672	5.13														FP	FSCP, OED, missing transits	PC	FSCP	pFP	OED, NT, MSD	pFP	UC, FSCP				
259701242	https://exofop.ipac.caltech.edu/tess/target.php?id=259701242	4	2458384.176	2.4861	2.30	168	0.02	0.13	0.99	8.235	9.44														pFP	OED, LCMOD, FSOP	pFP	FSCP, pCO, Low SNR, OED, UC	pFP	FSOP, low SNR, pCO, NT, pOED	PC	UC. Low SNR				
259863352	https://exofop.ipac.caltech.edu/tess/target.php?id=259863352	13	2458657.737	21.70167	8.27	212	0.02	0.21	1.56	7.1278	9.19														FP	CO, pOED	pFP	Low SNR, pCO	pFP	FSOP, low SNR, UC	pFP	LCMOD, low SNR. UC				
259962054	https://exofop.ipac.caltech.edu/tess/target.php?id=259962054	1,2	2458327.729	51.953236	6.32	2534	0.25	0.11	0.24	12.2423	6.49																No PDF	No PDF		No PDF	No pdf	No pdf				
260004324	https://exofop.ipac.caltech.edu/tess/target.php?id=260004324	1,2,3,4,5	2458327.418	3.81426	1.47	476	0.05	0.10	0.50	10.1428	8.31														PC	FSOP	PC	FSCP, Low SNR, UC	CP	LHS 1815 b	CP	LHS 1815 b				
260043723	https://exofop.ipac.caltech.edu/tess/target.php?id=260043723	1,2	2458327.067	3.13879	4.90	480	0.05	0.44	1.67	8.735	8.30														PC	FSCP	PC	FSCP, pVshape	PC	FSCP, pVshape	PC	FSCP, Vshape				
260128333	https://exofop.ipac.caltech.edu/tess/target.php?id=260128333	4,5,6,7,8,9,10,11,12	2458436.209	71.41687	14.84	2512	0.25	1.61	3.09	11.4881	6.50																No PDF	No PDF	CP	TOI-1338 b	CP	TOI -1338 b				
260130483	https://exofop.ipac.caltech.edu/tess/target.php?id=260130483	19	2458344.94	88.93384	8.43	830	0.08	0.92	1.79	10.6361	7.70																No PDF	No PDF		No PDF	No pdf	No pdf				
260271203	https://exofop.ipac.caltech.edu/tess/target.php?id=260271203	4	2458414.836	5.649621	4.15	47439	4.74	2.47	1.21	13.4734	3.31														FP	EB, pSS at 0.5	pFP	pEB, pVshape, pTD	pFP	pTD, pSS, pEB	pFP	pTD,EB				
260304296	https://exofop.ipac.caltech.edu/tess/target.php?id=260304296	1,2	2458325.779	0.512589	1.66	5643	0.56	1.83	1.58	9.109901	5.62														pFP	pOED, pVshape	pFP	pVshape, short-P	pFP	FSOP, pCO, pVshape, shortP	pFP	pEB, Vshape, shortP				
260304800	https://exofop.ipac.caltech.edu/tess/target.php?id=260304800	9	2458544.256	3.440847	2.56	9037	0.90	0.87	0.96	12.7474	5.11														PC	FSOP	PC	FSCP, UC	PC		PC					
260417932	https://exofop.ipac.caltech.edu/tess/target.php?id=260417932	1,2,4,5,6,7,8,9,11,12	2458334.45	19.31096	3.59	1060	0.11	0.24	0.73	10.7378	7.44														PC	run-2min, LCMOD, lowSNR	PC	FSCP, run-2min, Low SNR	pFP	NT, very low SNR, pOED	pFP	Low SNR, LCMOD, FSCP				
260476837	https://exofop.ipac.caltech.edu/tess/target.php?id=260476837	12	2458627.064	2.232659	2.54	19244	1.92	1.42	0.80	12.7918	4.29														PC		PC	FSCP, pVshape, pTD, short-P	PC	pTD,	pFP	pTD				
260609205	https://exofop.ipac.caltech.edu/tess/target.php?id=260609205	1,2	2458328.754	4.461939	5.36	21416	2.14	1.88	1.40	12.7222	4.17										PC	pTD, FSCP, pSS at 0.5 but I believe it is caused by LCMOD as the transit shape looks nice, LCMOD			pFP	FSCP, pSS, pEB			pFP	FSCP, FSOP, pSS, pEB, pTD	pFP	PTD, LCMOD				
260640693	https://exofop.ipac.caltech.edu/tess/target.php?id=260640693	1,4,5,6,7,8,9	2458358.451	95.244781	1.88	5934	0.59	0.83	0.70	11.908	5.57										No Data	No Data			PC	FSOP				No PDF						
260647166	https://exofop.ipac.caltech.edu/tess/target.php?id=260647166	10,11	2458572.112	3.795304	2.31	322	0.03	0.25	0.90	8.6522	8.73										CP	HD 108236 b (pVshape in some cases)			PC	FSCP			CP	HD 108236 b						
260647166	https://exofop.ipac.caltech.edu/tess/target.php?id=260647166	10,11	2458572.398	6.203183	3.10	481	0.05	0.25	0.90	8.6522	8.29										CP	HD 108236 c			PC	FSCP, OED			CP	HD 108236 c						
260647166	https://exofop.ipac.caltech.edu/tess/target.php?id=260647166	10,11	2458571.336	14.175671	3.77	917	0.09	0.25	0.90	8.6522	7.59										CP	HD 108236 d			PC	FSOP			CP	HD 108236 d						
260647166	https://exofop.ipac.caltech.edu/tess/target.php?id=260647166	10,11	2458586.567	19.593409	4.10	1214	0.12	0.25	0.90	8.6522	7.29										CP	HD 108236 e			PC	FSOP			CP	HD 108236 e						
260708537	https://exofop.ipac.caltech.edu/tess/target.php?id=260708537	1,2,3,4,5,6,8,9,10,11,12,13	2458326.985	1.744738	1.34	158	0.02	0.06	0.43	9.36854	9.50					PC	FSCP, LowSNR, clear in stacked data only				PC	FSCP, Extremely Low SNR, Vshape when not Low SNR, Extrmely low depth			PC	FSCP, lowSNR			PC	FSCP, FSOP, low SNR, pVshape						
260985861	https://exofop.ipac.caltech.edu/tess/target.php?id=260985861	1,8,11,12,13	2458327.402	3.33996	4.09	4800	0.48	0.00	0.00	10.14	5.80										PC	Critical FSCP, 			PC	FSCP			PC	FSCP, FSOP						
261108236	https://exofop.ipac.caltech.edu/tess/target.php?id=261108236	13	2458658.779	16.347876	3.04	2614	0.26	0.32	0.70	11.8835	6.46										PC	No FFI, Asymmetric			PC	FSCP			PC	FSCP, low SNR						
261136679	https://exofop.ipac.caltech.edu/tess/target.php?id=261136679	1,4	2458325.505	6.267726	2.93	290	0.03	0.15	1.00	5.1054	8.85										PC	pSS at 0.45 in Sec 4			PC				CP	HD 39091 b						
261257684	https://exofop.ipac.caltech.edu/tess/target.php?id=261257684	12	2458630.351	18.351894	4.57	1695	0.17	0.23	0.64	10.846	6.93										pFP	FFI LCMOD, FFI Low SNR, pCO, pSS (symmetric) 			PC	FSOP	PC	FSCP, pSS	PC	FSOP, LCMOD						
261258875	https://exofop.ipac.caltech.edu/tess/target.php?id=261258875	1,4,7,8,11,12,13	2458327.45	2.58523	1.89	240	0.02	0.41	2.66	9.2691	9.05										PC	FSCP, LCMOD, Low SNR			pFP	UC, pOED, run-2min, FSOP	PC	FSCP, UC, run-2min, Low SNR, OED	PC	FSCP, UC, low SNR						
